% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=465285, Mon Apr 20 10:59:20 2020
1 10 -0.055152972498720504 -0.0011852909580443525 0.0024540645300808375 0.10475804610475482 1 1 1 1 1 1 1 1
2 20 -0.08451227444548542 -0.004800849404774543 0.004439511029809454 0.1401890408479499 1 1 1 1 1 1 1 1
3 30 -0.08966721848097219 -0.0020467849017589187 0.000307718943666762 0.13815170313920155 1 1 1 1 1 1 1 1
4 40 -0.10103325932795443 -0.005976310355859466 0.0005392453317162765 0.19721647633906944 1 1 1 1 1 1 1 1
5 50 -0.0977919880992281 -0.0027228463691350083 0.0030932180376330646 0.17668285543982426 1 1 1 1 1 1 1 1
6 60 -0.12875785426210978 -0.0032846637660553534 0.003144252861450817 0.1705603902662701 1 1 1 1 1 1 1 1
7 70 -0.17363957898857538 -0.0070152097177184234 0.006953763886223397 0.18946694191736324 1 1 1 1 1 1 1 1
8 80 -0.1970013261174885 -0.021761315671425717 0.0009229194822133797 0.16868410531248113 1 1 1 1 1 1 1 1
9 90 -0.20412574535835107 -0.024800164173084664 0.01855705801046232 0.18407842763786272 1 1 1 1 1 1 1 1
10 100 -0.18991545655171083 -0.005579798023812598 0.015477803013464882 0.22358990202639936 1 1 1 1 1 1 1 1
11 110 -0.21191844332861928 -0.00029732805172825387 0.0072906910882895365 0.21109028352008927 1 1 1 1 1 1 1 1
12 120 -0.21218238585797253 -0.0036358066955329694 0.010218364004224122 0.1966387186722972 1 1 1 1 1 1 1 1
13 130 -0.18260097501826109 -0.014864325258722416 0.018364431989383707 0.2292727969518829 1 1 1 1 1 1 1 1
14 140 -0.19314587697330543 -0.007334678866460545 0.015476515395822836 0.2427900573529094 1 1 1 1 1 1 1 1
15 150 -0.17341248107906815 -0.019192437649916884 0.024578889255470072 0.268551414352116 1 1 1 1 1 1 1 1
16 160 -0.18655934007209957 -0.0015787793051075458 0.04072136828358572 0.24301177696160298 1 1 1 1 1 1 1 1
17 170 -0.1791252253402211 -0.008058561849999861 0.001432571370034283 0.2244101906870897 1 1 1 1 1 1 1 1
18 180 -0.15975870078628568 -0.03194648307556672 0.03871050504764618 0.23725691999620105 1 1 1 1 1 1 1 1
19 190 -0.1645911968506074 -0.01757887704925467 0.01761476835017497 0.2652616739241553 1 1 1 1 1 1 1 1
20 200 -0.23253925962097632 -0.005188748018013431 0.0637996533200627 0.314840512094043 1 1 1 1 1 1 1 1
21 210 -0.2696822074923958 -0.007830798073015774 0.03063505002397291 0.371828857241304 1 1 1 1 1 1 1 1
22 220 -0.296057951083169 -0.022624238824886077 0.0045338610999377076 0.39719896856956216 1 1 1 1 1 1 1 1
23 230 -0.3368492984605091 -0.013651815222291022 0.027443112263948282 0.36584395870456793 1 1 1 1 1 1 1 1
24 240 -0.3387989214901538 -0.021037554011709893 0.030336127851618235 0.3876763876054462 1 1 1 1 1 1 1 1
